player	team	score	minutes	pm	tags	pops	grabs	drops	hold	captures	prevent	returns	pups	pupscomp	flaccids	longholds	handoff	goodhandoff	goregrab	coregrab	gohandoff	cohandoff	retinbase	quickret	saves	holdagainst	
Messi	RKT	1013	280	51	174	403	400	351	3503	48	620	114	72	648	94	46	101	66	88	13	38	2	29	28	2	6665	
h	CDC	1184	280	14	367	208	139	121	889	15	4575	304	76	648	49	11	36	26	51	8	12	1	134	123	0	7000	
m	CDC	1197	280	14	410	195	101	88	654	10	4939	356	73	648	32	7	23	15	25	2	12	1	153	147	1	7000	
Curry	RKT	1091	280	51	406	274	208	195	1166	12	4002	355	60	648	78	6	59	45	45	2	13	1	161	146	4	6665	
Djinni	PRE	1035	280	14	235	451	407	359	3189	43	597	163	79	648	116	44	128	84	91	15	49	6	38	36	0	7000	
Doris	RKT	1357	280	51	496	189	133	113	875	18	4477	419	100	648	35	6	27	19	49	5	11	1	189	174	5	6665	
EGGO	RKT	771	170	22	190	231	187	160	1159	25	1154	115	74	405	52	6	53	35	32	6	10	2	39	43	0	4214	
glob.	CDC	1007	280	14	229	487	408	368	2726	37	822	173	80	648	137	23	91	61	81	5	46	4	48	49	3	7000	
DragonBeast	VIL	287	80	11	83	124	123	109	794	12	233	67	20	162	35	9	30	21	27	3	12	2	26	21	1	1958	
CB13	VIL	1041	240	2	397	235	181	165	1161	14	2948	325	84	558	63	14	56	31	43	6	20	1	137	121	3	5987	
Frozen	LBT	930	280	0	227	518	427	390	2365	32	956	163	89	648	160	17	110	64	62	4	38	3	43	40	3	6979	
beast mode	VIL	163	40	4	55	39	23	19	134	4	446	52	12	90	9	2	10	9	4	1	2	1	23	27	0	1043	
boogie	VIL	981	280	-5	220	506	450	401	2587	45	949	154	84	648	135	19	122	69	83	12	38	3	54	41	0	6928	
Ty	LBT	1082	280	0	243	447	391	342	2348	46	877	184	77	648	124	17	96	59	62	12	44	4	47	48	4	6979	
Taurus	LBT	1119	280	0	392	324	230	208	1748	19	3439	315	86	648	54	19	53	39	81	9	33	2	130	133	4	6979	
yiss	LBT	1073	278	0	433	201	98	94	388	3	4817	357	65	648	41	2	29	18	21	1	12	0	164	158	1	6979	
Gryff	FBD	940	240	29	334	242	131	118	629	13	4269	287	54	540	51	3	33	26	25	4	12	0	140	135	2	4849	
Cheetosrule	FBD	1065	280	26	260	471	434	388	2352	42	685	180	87	648	145	16	95	56	67	9	50	3	56	49	4	5598	
Bitch	FBD	1168	280	26	237	550	512	449	3038	57	637	165	78	648	161	22	112	73	83	7	40	6	56	60	2	5598	
Suchit	SRP	784	210	-41	308	249	159	152	876	7	2573	257	67	477	53	5	40	23	27	1	20	0	97	87	2	5511	
TomatoFarmer	FBD	1186	280	26	446	64	14	11	115	3	5998	376	71	648	4	3	5	0	3	1	1	0	194	189	0	5598	
#SelfySyntax	SRP	783	280	-54	192	499	440	398	2020	38	638	114	89	648	164	8	114	62	93	11	51	5	28	24	2	7416	
pulpo	SRP	601	230	-40	146	518	449	426	2410	22	477	112	53	513	158	17	96	55	71	5	54	2	40	32	0	6077	
777z	SRP	896	240	-47	339	200	116	104	540	11	3744	306	37	540	56	6	35	23	22	4	12	1	133	119	5	6392	
OD GOD	RKT	383	110	29	103	187	164	145	831	17	394	65	30	243	59	7	45	30	33	7	9	1	24	17	1	2451	
McBooty	LBT	0	1	-1	3	2	2	2	7	0	2	3	1	18	1	0	0	0	1	0	0	0	1	1	0	254	
neb.		457	120	-6	136	131	103	95	584	7	1577	115	39	270	30	3	37	23	35	4	10	0	38	40	5	3096	
Frothy		184	40	-7	58	37	20	17	122	3	587	54	12	90	9	2	3	3	4	1	3	2	26	27	0	1065	
JuKe Of yoRE	DNO	129	40	-8	47	44	26	26	103	0	453	39	16	108	12	1	7	4	6	0	4	0	10	11	0	1052	
team	TEF	89	40	-11	29	63	56	53	366	1	138	23	12	108	15	3	16	6	19	1	6	0	6	6	0	1173	
RemoSlice	VIL	84	40	-6	28	81	70	67	341	2	107	21	12	108	20	1	21	15	14	0	11	0	6	6	0	1116	
anduin	SRP	368	110	-20	150	122	69	64	307	3	1494	109	35	279	23	2	20	14	15	0	6	0	44	39	2	2929	
CHEEZEDOODLE	AC	620	160	-20	218	159	95	89	478	4	2938	189	32	396	38	4	16	12	18	2	15	1	104	92	2	3822	
Raspberry	FBD	15	10	-1	4	25	20	19	47	0	44	2	3	18	10	0	4	2	2	0	1	0	2	1	0	167	
Shrimpster	VIL	397	120	-3	126	178	148	138	882	9	893	92	38	288	42	7	33	21	24	1	13	0	41	41	0	2789	
FK	VIL	446	120	-3	187	110	57	55	307	2	2010	161	24	288	22	3	18	14	9	1	6	0	84	76	1	2789	
homar	DNO	113	40	-16	44	57	34	33	139	1	565	38	8	90	17	0	7	5	4	0	5	0	17	14	1	1018	
kutrebar	SRP	16	10	-7	6	21	15	15	57	0	48	4	4	27	6	0	2	2	0	0	3	0	2	1	0	315	
Bumballbee	VIL	125	30	-6	36	52	49	44	275	5	90	17	12	63	15	1	12	8	7	2	4	0	4	3	1	720	
DAD.	VIL	43	10	-1	8	10	8	7	42	1	39	4	2	27	4	0	0	0	3	1	1	0	2	1	0	221	
eldenn	SRP	152	40	-7	55	27	16	15	122	1	504	55	12	108	4	1	7	3	6	0	1	0	30	26	1	1024	
King's Crown	FBD	139	40	-3	44	48	25	24	102	1	621	37	15	108	6	0	5	2	7	0	2	0	17	12	0	749	
FLY	CCB	44	20	3	14	37	31	30	158	1	46	11	3	54	10	0	10	5	9	0	4	1	4	3	0	442	
