player	team	score	minutes	pm	tags	pops	grabs	drops	hold	captures	prevent	returns	pups	pupscomp	flaccids	longholds	handoff	goodhandoff	goregrab	coregrab	gohandoff	cohandoff	retinbase	quickret	saves	holdagainst	
Mufro		1175	360	-35	292	579	524	473	3827	40	1016	212	90	792	133	42	164	104	160	19	47	1	59	45	7	10901	
fuckthecrc		1355	360	43	293	744	708	639	4574	63	719	218	98	792	204	37	203	137	148	15	75	5	51	49	2	8748	
MEX		1703	360	43	659	265	157	145	742	10	6053	557	139	792	51	4	51	38	30	3	22	1	252	230	2	8748	
Gasol		1323	360	42	278	709	661	597	4017	54	861	208	112	792	204	30	164	111	146	17	55	6	65	56	2	9031	
Ty	LBT	1405	360	42	325	527	485	430	3308	54	932	218	116	792	143	26	153	99	134	20	48	5	48	43	1	9031	
Calamitous		1234	290	38	440	232	161	144	963	15	5269	379	72	621	54	6	54	28	41	3	22	4	163	150	3	6621	
ROFL		277	80	3	110	72	46	45	233	1	1208	108	12	162	14	1	14	8	13	0	4	0	42	36	0	2162	
side		1481	360	42	589	345	189	176	1081	11	5770	510	98	792	64	7	67	46	51	5	19	0	237	218	4	9031	
beast mode	VIL	1001	290	45	222	504	462	424	2560	37	1202	152	83	630	127	12	135	75	132	21	46	1	30	27	4	7165	
hmuladies!		17	10	-2	6	25	24	23	113	1	16	6	1	18	9	1	10	6	6	0	2	0	2	2	0	309	
Will1119		1059	360	-19	268	681	619	566	3390	47	931	195	57	792	192	16	153	103	102	7	55	4	52	39	4	8983	
ZenWhisper		604	160	-27	218	202	120	112	729	6	1974	195	44	378	44	5	52	30	44	2	19	0	68	59	0	4731	
d0pe	DNO	215	80	-23	59	166	145	139	842	5	118	50	20	171	46	8	54	35	32	1	10	0	20	18	3	2386	
MONSTAH		1096	360	-31	214	629	552	499	3515	48	722	136	105	792	143	24	137	79	137	13	70	4	22	21	1	9131	
dodsfall		1072	280	-22	390	244	147	142	828	5	4124	323	103	612	45	7	38	23	24	1	15	0	114	122	6	6940	
aardvark	CCB	1502	360	-46	625	294	171	154	849	13	6049	560	107	807	54	3	46	34	34	1	11	1	187	170	2	9492	
Some Paul		185	80	-28	60	142	122	116	679	5	216	55	12	162	33	3	34	24	32	4	19	0	18	13	4	2512	
phreak		1508	360	-31	689	300	154	143	850	10	6409	622	87	792	43	8	60	35	30	4	16	0	216	211	5	9131	
intercest		1816	360	35	716	306	206	185	1388	19	5580	591	159	792	65	14	85	60	53	5	26	1	259	229	1	8334	
Arbybear		1360	360	-67	563	392	243	221	1113	15	5286	460	89	792	84	9	85	51	53	3	24	2	209	195	5	9933	
Vials		1213	360	35	265	600	554	500	3503	50	796	178	90	792	158	24	168	117	137	14	57	5	45	47	4	8334	
BALLDON'TLIE	AC	1390	360	-5	305	578	546	474	3564	71	954	220	124	805	127	24	156	108	119	21	55	4	58	45	5	9770	
Stann		1496	360	35	538	270	172	153	1040	18	6225	474	84	792	52	6	63	43	49	6	23	1	206	205	3	8334	
jjpoole		1300	349	33	270	666	594	534	3294	54	1056	187	98	765	214	20	164	111	147	13	52	6	60	56	1	8150	
HARD GAY		522	160	-30	166	216	191	177	876	11	1465	138	42	342	74	3	54	27	39	1	25	2	56	50	0	4074	
Renegade		406	160	-20	113	326	281	260	1202	19	409	104	23	342	120	3	79	49	64	5	41	2	26	27	1	4046	
Destar	CCB	1083	360	-37	286	639	531	481	2695	47	1284	222	81	792	181	18	126	79	88	6	50	7	46	45	2	9192	
Misaki		1237	310	33	449	244	147	141	861	6	5418	389	74	675	43	4	43	27	47	3	12	0	151	149	4	7418	
waterwheel	CCB	1334	357	-37	509	315	212	199	1082	12	5651	402	97	792	65	7	53	31	48	6	35	0	173	162	6	9192	
Oz God		78	20	3	12	22	17	14	101	3	37	8	8	54	4	0	3	2	5	1	2	0	1	3	0	476	
toasty.		1670	360	40	662	297	201	182	1388	16	5747	550	122	790	48	11	58	38	44	3	12	0	198	200	3	8488	
Crossover		1024	320	-18	274	656	589	542	3087	42	828	204	67	711	197	11	122	77	88	7	69	7	48	45	4	8227	
Pie Cat		1012	274	8	196	498	448	402	2468	43	712	144	83	612	138	12	104	65	89	9	37	4	35	30	3	7153	
C Bivvey		1279	359	-37	506	402	255	238	1325	15	5629	431	81	792	79	10	75	45	54	4	18	0	174	165	6	9192	
Zvonvok		1	1	-5	0	1	0	0	0	0	40	0	0	27	0	0	0	0	0	0	0	0	0	0	0	176	
NEUhusky		674	210	7	139	305	273	245	1728	26	572	104	56	468	94	17	92	58	60	9	25	2	25	22	2	5463	
BAllstar		31	9	4	8	15	11	10	56	1	26	8	1	18	6	0	3	3	0	0	0	0	1	0	1	193	
Ball OON		148	40	6	30	67	62	52	342	8	171	14	11	72	21	2	23	19	27	5	5	1	3	3	1	831	
yiss	LBT	393	106	-19	160	103	59	54	296	5	1418	143	23	252	23	2	16	11	19	2	4	0	64	55	1	3217	
MrFruitzy		144	45	-9	37	85	71	63	370	7	61	22	14	108	25	2	23	12	12	2	14	2	4	4	1	1458	
Pandora	TEF	0	0	-3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	308	
danisk		698	280	-43	223	427	351	326	2055	18	777	174	56	627	80	8	70	45	59	4	26	0	32	33	1	7460	
GUTS.		606	170	37	142	240	197	178	1049	18	1398	109	38	358	40	3	50	35	48	3	17	1	36	34	1	3425	
asdf		188	40	0	68	38	26	22	134	4	660	68	7	72	9	0	11	8	4	1	7	2	35	36	1	1008	
PK SMURFBALL		460	150	-34	114	269	238	217	1261	19	420	75	32	297	67	4	65	46	43	1	14	1	14	13	2	4018	
obama.		527	120	9	191	98	72	64	521	6	1673	176	28	285	21	6	16	11	21	4	4	0	54	52	0	3477	
pulpo	SRP	107	40	-11	26	73	66	62	406	3	131	15	13	90	19	3	26	19	22	3	10	0	2	2	1	1254	
melon head		354	130	-21	128	226	183	172	960	8	422	82	36	297	51	6	40	25	33	3	11	0	18	25	0	3830	
boogie	VIL	1267	280	39	479	264	168	148	1070	18	4856	412	67	630	49	9	60	44	54	4	17	2	173	160	0	6869	
le.asdf		86	30	-5	32	50	46	44	225	2	106	21	5	63	17	1	14	11	10	2	8	0	4	4	0	735	
Eashy.		1166	280	-18	441	235	151	144	778	6	4627	391	106	645	36	4	35	24	18	2	13	0	122	117	2	6980	
DEAD NAN		420	120	-7	71	222	215	199	1339	16	324	56	29	252	74	14	50	32	47	9	19	2	18	17	2	2772	
Puppy		141	40	7	32	84	71	65	369	6	127	25	13	90	20	1	22	16	13	2	7	0	5	6	0	876	
q42		683	200	-27	330	214	119	113	563	3	2681	273	43	468	32	1	33	16	25	0	10	0	96	94	4	5166	
evanw4		264	70	-12	96	56	35	34	280	0	1104	85	19	153	0	1	7	6	9	0	2	0	19	18	0	1958	
cirez D		139	40	-2	44	41	32	28	179	4	389	41	8	72	9	1	10	6	6	0	2	2	12	9	0	1323	
Blackberry		1	1	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	284	
moobear		342	159	-51	66	304	266	247	1306	17	174	50	20	360	75	5	69	40	62	3	29	4	8	5	0	4944	
FLY	CCB	418	120	7	104	207	190	172	954	16	343	76	24	288	73	5	61	28	51	5	26	3	22	19	1	3157	
777z	SRP	215	60	-14	99	48	20	20	130	0	1034	91	10	126	7	1	6	4	7	0	2	0	47	39	0	1617	
#SelfySyntax	SRP	432	160	-11	84	296	256	233	1604	22	205	60	36	393	41	8	36	24	33	2	13	0	4	5	0	4208	
eldenn	SRP	150	40	-14	58	29	16	15	65	0	513	49	16	90	0	0	0	0	0	0	0	0	0	0	0	1265	
Elegant		33	10	-5	8	9	7	7	63	0	100	8	4	27	0	0	0	0	0	0	0	0	0	0	0	358	
evanw		19	10	-5	10	19	14	14	92	0	6	6	4	27	0	0	0	0	0	0	0	0	0	0	0	358	
Tantrew	TEF	69	10	0	4	9	12	6	136	5	24	2	2	79	1	2	2	2	3	2	1	1	1	0	0	924	
ToUcAnSaM		256	100	-11	66	145	111	102	802	9	271	50	13	225	26	6	35	22	17	2	10	2	4	4	0	2883	
LioneI Messi		267	100	-12	68	173	149	142	790	7	212	48	32	249	48	5	41	25	27	4	22	0	13	13	2	2689	
Calamitous 		54	10	-2	15	10	9	8	59	1	143	12	5	27	0	0	0	0	0	0	0	0	0	0	0	244	
JBaayBaay		53	10	2	4	18	18	14	88	3	28	4	3	27	4	0	3	1	1	0	1	0	2	1	0	184	
Neb.		0	1	1	2	1	0	0	0	0	1	2	0	27	0	0	0	0	0	0	0	0	0	0	0	234	
Pnaoxt.		36	10	2	6	17	11	9	73	2	9	4	2	27	0	0	0	0	0	0	0	0	0	0	0	223	
Cheetosrule	FBD	317	80	-9	123	96	63	59	366	4	1003	110	21	180	23	3	23	15	13	1	7	0	43	42	0	2191	
CB13	VIL	135	40	-14	68	35	17	17	80	0	587	54	11	90	8	1	2	1	3	0	8	0	16	17	0	1116	
TheIndian		30	13	-5	9	24	17	16	114	1	24	7	4	54	6	0	8	7	5	0	1	0	4	2	0	607	
HERB.		0	6	1	1	11	8	6	90	2	5	1	0	27	1	1	5	3	3	0	1	0	1	1	0	278	
mudkip		21	10	-5	7	21	14	14	73	0	25	6	2	18	3	0	5	4	5	0	2	0	2	2	1	343	
Squeeb		108	20	-1	50	18	6	6	32	0	298	36	16	54	2	0	2	2	0	0	1	0	15	15	0	596	
