player	team	score	minutes	pm	tags	pops	grabs	drops	hold	captures	prevent	returns	pups	pupscomp	flaccids	longholds	handoff	goodhandoff	goregrab	coregrab	gohandoff	cohandoff	retinbase	quickret	saves	holdagainst	
pulpo	HGW	591	197	3	163	404	369	344	2028	21	554	113	59	435	124	13	91	54	99	6	43	1	41	35	3	5155	
GeT_RiGhT	SSS	830	200	18	277	116	58	51	369	7	3545	244	48	450	13	0	15	10	18	2	8	1	129	116	0	4540	
boogie	MMP	977	280	6	237	487	442	397	2127	39	971	172	68	612	153	12	101	63	88	17	44	2	57	54	2	6371	
GOOBR	SSS	1195	280	45	445	247	161	147	874	10	4635	389	78	611	47	4	40	23	41	3	20	1	197	171	2	6399	
CB13	MMP	996	250	5	321	263	218	194	1206	21	3011	265	62	549	72	8	50	32	45	3	24	3	100	97	4	5756	
Arbybear	TOC	876	240	-2	331	224	110	102	379	6	4072	281	63	522	56	0	30	15	22	0	7	0	129	127	1	5793	
DT	MMP	782	200	11	174	399	382	340	2189	38	460	108	66	450	115	18	85	47	57	6	42	5	27	27	4	4280	
bright	SSS	1366	280	45	294	444	450	383	3372	62	747	196	119	611	107	39	121	72	88	17	46	3	61	51	1	6399	
DEAD NAN	SSS	673	200	28	167	332	290	260	1672	26	742	138	41	449	102	15	82	55	76	7	15	1	45	44	5	4747	
Syniikal	RLB	714	160	1	283	46	5	4	33	1	3231	255	36	324	1	0	2	1	2	1	0	0	86	82	2	3386	
BALLDON'TLIE	AC	1255	280	27	422	291	200	176	1008	23	3502	339	108	610	66	4	55	31	34	7	23	1	150	142	1	6763	
WATERWHEEL	AC	1053	280	27	340	241	135	123	769	12	4438	291	59	610	43	6	31	23	25	2	19	3	157	138	1	6763	
MILKY	AC	1070	280	27	220	486	463	397	3005	65	551	163	72	610	145	27	110	65	98	23	48	2	45	42	5	6763	
DanP	RLB	873	281	-2	177	445	404	369	2562	31	498	109	68	612	108	23	105	59	62	9	25	1	20	18	2	6783	
toaster.	RLB	1093	261	0	360	218	119	107	741	9	3805	292	72	576	32	7	25	16	15	2	12	2	114	112	1	6276	
FROZEN	AC	924	280	27	278	443	352	320	1871	28	1556	204	66	610	139	15	93	58	78	6	35	1	73	62	0	6763	
toasty	RLB	1055	241	0	221	367	345	302	2553	38	687	158	79	504	71	22	59	42	68	4	26	3	35	32	1	5838	
Bal McCartny	OPH	1021	240	-55	424	196	100	94	500	5	4115	362	77	522	37	3	34	17	29	1	3	0	189	158	1	5976	
#SelfySyntax	OPH	727	250	-42	172	439	392	368	1989	20	496	98	94	549	141	13	91	57	92	6	37	2	27	25	1	6421	
Armbranch	HBL	1093	280	-38	464	234	116	110	512	5	4327	392	75	610	42	1	34	22	22	1	9	1	206	189	2	6971	
Ron Hextball	HBL	103	40	2	21	73	62	57	248	4	68	16	8	90	26	2	10	5	11	1	6	0	3	5	1	778	
Taurus	TCJ	1198	280	-38	396	279	187	162	1310	23	3615	329	90	610	57	15	44	27	49	3	26	4	176	164	1	6971	
Ty	HBL	954	274	-38	260	437	360	319	1958	40	655	197	76	610	123	12	112	69	51	6	31	3	52	50	4	6971	
Gasol		358	120	-10	86	198	168	158	994	9	282	60	29	288	54	10	43	26	25	2	18	0	13	8	0	2567	
Doris	OD	1082	280	-7	356	304	218	197	1368	19	3092	291	79	610	62	8	57	33	53	2	15	1	87	88	4	6556	
Jerry.	OPH	290	90	-22	90	118	76	70	363	6	842	75	21	207	38	2	18	13	13	1	10	0	36	38	1	2217	
BallAnka	HBL	105	40	-4	29	57	45	44	222	1	88	20	15	108	15	1	7	5	9	0	2	0	2	4	0	936	
OD God	OD	91	40	4	22	75	60	58	262	2	88	12	9	108	23	1	19	14	12	1	7	0	3	3	0	657	
refined	TCJ	605	150	-11	200	168	116	107	702	8	1714	163	56	315	37	7	26	14	24	3	14	0	73	66	3	3572	
team	TCJ	88	40	-2	20	76	66	64	294	1	86	9	13	108	26	1	8	2	11	0	3	0	2	1	0	945	
anduin	RLB	544	141	-5	174	147	89	81	394	7	1653	153	36	324	31	1	19	11	20	1	6	1	58	49	2	3904	
SCORPION-	RHCP	432	100	13	115	195	183	165	1114	17	305	86	38	201	69	12	46	26	36	5	13	1	31	28	1	2665	
d0pe	BHCP	177	80	-20	52	171	138	132	724	5	132	37	14	179	54	8	36	21	25	1	14	0	6	6	2	2146	
JuKe Of yoRE	SSS	481	120	32	101	193	174	148	1007	25	392	70	30	251	47	3	36	24	49	10	19	0	14	16	1	2725	
King's Crown	SSS	216	40	12	107	24	22	21	160	1	717	95	9	72	7	2	8	7	2	0	2	0	44	42	1	786	
swerve	TOC	533	160	4	102	299	266	237	1309	26	353	70	43	322	44	5	29	15	17	0	15	1	4	8	0	3878	
Homie	OPH	293	80	-27	91	47	32	29	213	3	1084	82	21	144	11	3	7	5	6	1	4	0	37	30	0	2403	
IfYouSeekAmy	OPH	396	160	-48	96	248	198	180	1178	15	333	78	30	324	66	8	54	35	43	3	32	3	23	17	3	4449	
q42	RHCP	174	62	-16	41	112	102	92	489	8	247	29	13	124	46	2	18	14	27	3	7	0	9	9	1	1743	
mostholdMLTP		0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	187	
poobie	21J	36	18	-1	9	30	25	24	112	1	33	7	3	36	11	1	5	5	5	0	3	0	4	4	0	445	
EIsa	21J	104	40	-3	39	81	66	66	341	0	92	32	13	90	24	3	17	12	11	0	11	0	12	11	0	1040	
CostanzaHP		123	30	6	23	55	47	41	302	6	81	19	9	72	18	2	9	7	11	3	1	0	9	10	0	660	
LioneI Messi	HBL	36	20	-6	10	28	24	23	154	1	47	9	2	36	10	3	3	1	7	0	0	0	4	4	0	621	
badger	OD	256	70	3	76	141	126	110	728	16	163	56	15	162	21	0	14	11	4	2	4	1	10	8	1	1832	
Dank Sniper	OD	292	80	2	96	110	71	64	418	7	622	85	18	178	4	1	2	1	5	0	1	0	28	26	0	2110	
beast mode	OBT	4	10	-1	1	3	4	3	17	0	4	1	0	16	0	0	0	0	0	0	0	0	0	0	0	278	
Hirai Momo		62	20	-3	17	40	29	28	134	1	69	14	9	54	11	0	8	4	4	0	2	0	4	3	1	449	
Mina Hyoui		23	20	-15	9	49	31	31	76	0	59	5	4	36	20	0	8	5	3	0	8	0	1	2	0	557	
NameLEss	TCJ	9	6	-5	6	13	9	9	18	0	5	4	1	18	7	0	2	1	0	0	2	0	2	4	0	203	
