player	team	score	minutes	pm	tags	pops	grabs	drops	hold	captures	prevent	returns	pups	pupscomp	flaccids	longholds	handoff	goodhandoff	goregrab	coregrab	gohandoff	cohandoff	retinbase	quickret	saves	holdagainst	
Ty	LBT	1445	400	35	335	594	553	499	4675	46	1015	240	143	1007	113	49	254	191	242	19	34	3	64	49	1	12235	
Ball God		1584	400	35	281	688	664	595	5316	65	680	210	139	1007	156	49	299	223	240	25	33	2	48	41	3	12235	
dodsfall		1669	400	35	544	360	251	229	2061	15	4042	451	121	1007	44	20	125	96	114	7	30	2	153	153	2	12235	
donuts42		1641	390	-26	675	356	217	205	1485	8	3903	598	122	1008	63	16	82	61	92	6	22	0	188	177	5	13322	
MrFruitzy		308	119	-33	74	185	162	151	1151	8	90	50	36	304	45	10	64	43	45	2	18	1	8	6	3	4178	
BALLDON'TLIE	AC	1267	400	-26	276	649	595	551	4571	38	653	202	122	1008	152	44	232	170	223	13	52	4	43	33	5	13322	
wanker -->		1192	370	-52	315	621	532	489	4065	34	603	219	125	927	124	42	250	181	195	10	35	3	34	35	2	12641	
DudeMcGuy		634	160	1	222	127	78	72	679	5	1707	191	54	414	16	7	39	31	36	4	11	1	58	61	0	5086	
Grant		150	70	-24	99	85	51	50	239	0	743	77	16	198	20	1	21	17	15	0	4	0	32	22	0	2860	
Eashy		1244	320	8	463	235	126	121	801	5	4110	404	116	810	35	3	59	41	49	2	10	0	139	127	1	9630	
timeboy		1107	369	-29	351	514	421	400	3190	16	2055	286	96	954	120	36	168	121	151	9	31	1	99	88	2	12290	
Crook		78	39	-7	14	62	56	54	352	2	37	10	9	99	23	4	20	17	22	2	8	0	1	1	0	1515	
Mufro		707	205	0	160	293	268	233	2129	32	532	136	55	513	65	26	107	77	104	12	25	3	28	23	4	6510	
GriefSeeds		2121	400	113	953	310	145	127	860	15	5947	881	88	1008	40	5	68	48	37	4	24	2	409	348	1	10549	
BAllstar		761	220	58	134	324	307	273	2487	30	217	77	86	576	77	23	112	89	142	14	24	3	15	15	2	6439	
aardvark	CCB	215	70	-15	91	66	39	37	293	0	672	80	16	171	13	5	16	11	11	0	3	0	30	26	3	2205	
LEBRON*JAMES		1954	400	113	295	739	735	628	5628	102	640	189	178	1008	195	49	238	175	210	38	49	7	45	38	1	10549	
Dank Sniper		294	70	-16	111	80	56	52	445	3	545	99	22	171	10	6	24	21	31	1	1	1	21	22	3	2354	
Vader		199	90	-28	40	140	120	115	909	5	121	31	23	225	24	9	56	39	57	2	7	0	4	2	1	3132	
Mr.Glass		1489	400	113	484	331	178	161	1361	14	4898	396	134	1008	45	13	80	57	80	9	13	0	143	149	5	10549	
Sneak		183	70	-17	43	105	94	88	696	4	154	34	20	171	26	7	40	31	42	2	9	0	4	4	1	2289	
Papa John		47	20	-12	15	20	10	10	129	0	265	11	1	54	2	3	4	3	5	0	2	0	5	5	0	692	
Common		25	10	-5	8	24	19	17	121	1	20	8	3	27	7	2	6	3	6	1	1	0	1	2	0	308	
Dat Cap		229	60	-2	90	56	21	18	135	3	804	79	17	135	6	0	11	8	6	1	2	0	33	29	1	1931	
Arbybear		1634	400	47	607	345	204	187	1500	12	5585	532	115	1006	52	15	84	59	77	5	12	0	185	172	4	10583	
YoungSinatra		1871	400	47	653	319	122	112	817	9	6637	566	135	1006	34	4	53	32	45	3	10	0	255	232	2	10583	
toasty.		1262	360	56	211	594	553	500	4676	46	347	154	88	898	139	44	200	141	197	19	46	1	30	22	0	9263	
i'm high		1307	315	40	259	559	518	463	3889	53	494	191	92	826	136	27	203	164	179	23	33	1	38	45	0	8244	
lukemoo		1378	360	-78	540	319	173	164	1055	9	3317	458	161	899	43	5	85	59	60	2	24	1	154	145	2	11785	
Espeluznante		205	80	-19	50	146	133	127	822	6	129	41	12	197	53	7	47	34	36	3	19	1	10	8	2	2606	
Have mad		863	300	-51	251	544	470	442	3125	27	392	198	82	755	138	20	198	148	154	12	52	5	36	32	3	9704	
Stann		1308	370	-77	482	404	267	257	1714	6	3984	410	120	935	90	17	99	63	89	1	23	0	148	132	2	12052	
Brake		742	197	-17	207	232	154	142	1007	11	1919	169	76	522	33	3	84	61	62	4	14	4	54	56	4	6437	
SIDE		1552	400	-27	607	336	152	145	876	4	4967	524	125	1006	43	4	70	47	63	2	9	1	166	154	2	11690	
danisk		1237	400	-27	223	658	596	543	4789	45	379	171	102	1006	147	49	218	150	217	21	60	0	36	24	4	11690	
okthen		1344	354	24	285	556	497	442	3991	46	906	210	115	918	112	43	222	179	201	24	26	2	72	67	4	10222	
Turbo		1728	400	-27	660	264	93	87	644	6	5470	594	102	1006	25	6	36	28	28	1	15	1	218	194	2	11690	
CB13	VIL	1217	303	-2	486	223	136	130	995	5	3670	421	90	801	32	8	54	42	51	4	17	0	122	114	2	9073	
Mr. Hat		1364	400	-27	298	734	657	608	5161	40	487	181	161	1006	170	59	252	178	185	20	49	2	41	34	5	11690	
DEAD NAN		476	130	-5	80	220	189	172	1756	15	287	62	40	360	51	24	71	51	65	7	20	2	16	16	1	4132	
owen		1054	360	-15	219	656	599	560	4238	34	519	144	108	899	160	40	248	173	211	20	49	1	27	22	3	11508	
Legman		1705	400	82	349	625	604	528	4444	70	584	230	149	1008	141	38	237	175	228	31	65	7	54	44	5	10654	
Prizm	TEF	1002	280	-32	288	321	258	242	1991	12	2167	247	91	720	64	19	112	73	88	5	28	0	75	74	1	8922	
ProTagonist_		1417	380	81	218	743	732	646	5229	73	404	140	112	954	192	48	248	188	225	26	44	3	43	36	2	10008	
C Bivvey		1442	358	-13	505	308	179	166	1146	10	4517	447	100	899	49	11	76	50	72	5	15	0	167	154	2	11025	
Syniikal		1675	400	82	594	102	46	44	441	2	5924	522	93	1008	8	5	25	16	26	2	4	0	187	181	3	10654	
jjpoole		1353	358	-16	460	405	285	270	1906	12	2741	354	167	917	97	14	117	79	103	6	32	1	110	101	1	11396	
Abe Lincoln		1906	360	75	760	207	144	128	1139	14	4683	595	198	900	29	14	67	46	58	8	4	0	220	224	3	9591	
eee		186	47	10	69	40	20	18	170	1	656	63	14	144	3	1	10	7	11	1	2	0	21	20	0	1909	
np		1293	360	-11	271	568	530	480	4500	37	584	195	124	915	134	56	216	158	166	17	35	0	45	40	6	11313	
Xile		100	30	-1	37	40	25	25	157	0	316	33	9	81	7	1	9	6	10	0	2	0	11	12	1	911	
Tro		79	40	-18	19	64	51	48	343	1	28	13	14	108	19	4	18	14	14	0	4	0	4	3	0	1489	
gh0st		140	45	-17	53	54	33	32	201	1	293	45	6	162	11	2	12	11	12	0	0	0	11	8	1	2443	
FLYMOLO		1165	360	-93	435	404	269	264	1808	4	2859	388	92	916	77	19	111	83	105	3	28	0	119	103	3	12649	
Tpr		136	40	-5	49	52	38	36	334	2	305	40	9	108	11	6	16	12	15	0	2	0	12	11	1	1422	
WowSuchPro		808	270	-62	225	535	459	432	2921	24	598	179	61	675	145	26	168	119	127	8	36	2	57	47	0	9551	
Gem		554	180	-19	206	220	148	143	789	5	1084	160	62	450	54	6	56	43	28	1	15	0	44	42	2	6201	
Romulus		442	140	-20	105	262	225	215	1629	8	247	77	41	396	72	24	89	70	79	5	20	1	19	16	2	5296	
intercest		1268	360	-12	371	559	505	465	3681	33	741	308	103	917	130	34	216	151	172	14	46	2	72	55	2	11274	
sun chips		295	90	-1	53	128	117	108	1179	7	123	51	21	243	14	15	63	57	64	5	4	0	10	13	0	3196	
Ballee Lama		105	30	3	45	29	20	19	121	1	234	37	13	72	3	1	9	5	6	0	7	1	12	8	1	1057	
rick slick		0	0	3	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	293	
Renegade		310	90	-3	60	148	130	118	907	10	138	45	19	243	41	10	46	35	46	3	6	1	3	3	2	2962	
mtr		190	80	-15	44	162	147	139	807	3	98	34	22	198	47	6	57	33	38	3	14	0	7	7	0	2418	
Some Ball		32	6	-2	6	6	6	5	59	1	24	6	3	27	1	0	2	2	2	0	0	0	1	1	0	353	
Destar	CCB	49	20	2	14	32	27	26	257	0	28	14	4	54	6	4	12	12	17	0	0	0	3	1	0	820	
iAaronK		847	190	37	340	199	97	89	706	5	2605	299	67	477	26	5	52	34	44	2	5	0	116	107	2	4975	
Stalin		294	119	-19	78	194	164	155	1102	7	347	66	17	297	40	6	66	46	74	4	15	0	21	16	0	3774	
Legion		755	222	12	154	362	320	287	1971	29	434	117	78	567	81	12	117	90	102	9	32	2	17	17	4	6980	
ccga4		92	30	-4	26	55	47	45	320	2	17	16	9	72	10	1	24	14	14	0	7	0	2	4	2	908	
brighT		110	30	3	24	41	43	36	393	6	64	13	9	71	7	5	21	14	10	0	10	2	4	3	0	846	
Eggo	RKT	550	140	4	138	137	82	75	546	6	1107	104	57	378	23	4	35	30	31	4	4	0	38	28	1	4395	
coys		256	61	-1	76	52	38	35	220	3	533	61	24	189	17	1	7	7	12	1	5	0	22	15	2	2111	
Dodge		836	250	-65	312	221	129	123	1022	4	1958	271	66	619	35	16	63	38	37	3	21	1	81	69	3	8792	
Googy		0	1	0	0	1	1	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	297	
MeGaTrOn		165	70	-19	56	112	95	90	483	4	87	38	26	187	32	2	30	24	36	1	13	1	5	2	2	2543	
Dusk		40	20	-10	19	29	24	24	179	0	6	18	5	54	2	1	16	8	11	0	2	0	1	3	1	920	
Jubjubs		92	20	1	29	10	6	5	41	1	268	25	7	54	2	0	3	3	2	0	2	0	13	12	0	548	
Wanye		797	200	22	177	286	251	227	2344	21	381	117	85	503	48	28	85	61	102	14	28	1	28	28	1	6000	
Gman8181		37	10	0	4	9	9	7	100	2	7	3	2	27	0	1	2	0	5	1	1	0	1	1	0	244	
Butter		155	50	-5	50	44	28	26	153	1	459	42	10	144	8	1	11	8	15	0	2	0	7	6	0	2078	
TDD		82	20	-2	13	32	33	30	204	3	52	11	7	54	14	2	10	9	6	0	5	1	2	2	0	557	
kutrebar	SRP	217	60	-10	69	52	31	30	144	1	653	59	25	162	16	1	10	9	6	1	1	0	23	22	0	1724	
HammerTime		0	0	-5	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	301	
Some Paul		578	200	-21	133	300	269	252	2125	16	293	98	48	486	63	25	117	82	90	11	26	1	11	13	7	6949	
CHECKNATE		30	20	-19	9	47	38	38	192	0	15	9	7	54	12	1	11	8	8	0	7	0	2	2	0	669	
DOKE		633	180	55	106	260	241	211	1560	29	290	52	64	432	60	9	85	61	92	12	22	3	14	10	1	4110	
Nebuchanezar		108	30	-4	30	57	50	47	248	3	93	22	10	63	18	0	18	12	9	2	5	0	9	8	2	912	
ThadCastle		73	20	7	5	38	36	33	258	3	16	4	5	54	12	2	10	8	14	1	4	1	1	0	0	497	
swerve		566	140	34	76	231	217	191	1952	24	225	58	41	342	37	22	81	65	78	12	22	1	17	19	1	3288	
Dor		153	40	-7	31	68	58	54	376	4	46	20	17	108	15	2	18	12	14	2	6	0	8	7	0	985	
Sherrattinho		102	37	7	43	40	18	17	130	1	334	40	11	108	6	1	6	6	4	1	0	0	19	17	0	1063	
THICK SHADY	AC	6	2	1	4	2	1	1	5	0	7	4	0	27	0	0	0	0	0	0	0	0	2	2	0	321	
Maurice		146	44	-16	60	48	29	29	157	0	549	50	15	135	8	1	8	7	7	0	4	0	15	15	0	1585	
Texoccer		196	35	9	62	18	12	10	88	2	661	51	11	108	4	2	2	2	4	1	3	1	28	23	0	751	
InTents		40	40	-14	19	76	61	59	362	0	21	14	4	108	21	4	23	15	14	0	6	0	3	0	3	1405	
derds		104	25	9	19	43	43	33	274	9	52	15	5	63	10	3	15	10	18	4	4	0	5	5	0	844	
Neon		78	20	-7	34	13	12	12	44	0	212	29	7	54	6	0	6	4	3	0	2	0	6	5	0	1076	
Apopalypse		0	0	-5	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	344	
BG		100	25	2	36	23	13	11	83	1	345	33	5	72	2	1	7	4	6	0	1	0	15	12	0	996	
Balldashy		-4	1	0	0	1	1	1	10	0	0	0	0	27	0	0	1	0	1	0	0	0	0	0	0	294	
KOBE*BRYANT		76	18	0	17	31	27	26	190	1	131	13	11	54	4	1	15	8	6	0	1	0	2	3	0	552	
Frozty		138	40	-4	58	34	21	18	137	1	363	51	6	90	6	1	9	7	8	1	3	0	9	7	0	1493	
Bull		96	40	-13	45	73	56	54	156	2	198	34	9	90	34	0	13	8	5	1	9	0	15	9	0	1049	
CaIvinball		87	20	2	33	16	8	7	43	1	370	28	3	45	2	0	2	2	5	0	1	0	13	10	0	524	
andhecapd		126	40	4	39	91	81	75	460	5	75	29	9	90	18	3	30	24	34	3	5	0	7	9	2	1236	
lu		84	20	5	13	32	32	26	208	5	40	8	8	54	5	1	10	6	13	0	2	0	3	2	0	520	
Rexer		70	40	-25	28	90	69	68	352	0	55	17	8	90	23	0	17	7	15	0	8	0	3	3	0	1156	
#Frozen		77	30	-19	31	66	57	54	227	3	111	15	8	72	27	1	13	8	12	1	6	0	4	4	0	825	
DUBSTEP		91	40	-28	28	102	83	77	353	4	85	27	8	90	36	3	22	13	14	0	6	0	8	6	1	1215	
alchemist		105	40	-28	46	45	23	22	116	1	572	39	7	90	8	0	11	7	8	1	3	0	14	15	0	1215	
Shabba		82	40	-28	29	74	60	57	276	3	68	21	9	90	20	2	15	11	15	1	10	0	3	1	0	1215	
fenix funk 5		121	40	-28	59	53	26	26	82	0	510	55	10	90	13	0	4	1	5	0	5	0	22	22	0	1215	
